,Company,Product,Inches,Cpu,Ram,Weight,Price_euros
520,Lenovo,Legion Y720-15IKB,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,3.2kg,1399.0
521,HP,Spectre X360,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.32kg,1399.0
522,Dell,Latitude 5480,14.0,Intel Core i5 7300U 2.6GHz,8GB,1.64kg,1279.73
523,HP,ProBook 440,15.6,Intel Core i3 6006U 2GHz,4GB,1.63kg,689.0
524,Dell,Inspiron 5770,17.3,Intel Core i5 8250U 1.6GHz,8GB,2.8kg,889.0
525,Lenovo,ThinkPad L470,14.0,Intel Core i5 6200U 2.3GHz,8GB,2.02kg,1340.0
526,Lenovo,IdeaPad 320-15IKB,15.6,Intel Core i7 7500U 2.7GHz,4GB,2.2kg,799.0
527,Lenovo,IdeaPad 320-15ISK,15.6,Intel Core i3 6006U 2GHz,8GB,2.2kg,459.0
528,Dell,Inspiron 3567,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.3kg,585.0
529,Dell,Latitude 5580,15.6,Intel Core i5 7440HQ 2.8GHz,8GB,1.9kg,1377.0
530,Dell,Alienware 17,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,4.42kg,3012.77
531,Toshiba,Satellite Pro,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.0kg,860.0
532,Asus,Zenbook UX510UW-FI095T,15.6,Intel Core i7 7500U 2.7GHz,8GB,2kg,1299.0
533,Mediacom,SmartBook Edge,13.3,Intel Celeron Quad Core N3450 1.1GHz,4GB,1.2kg,369.0
534,Asus,ROG Strix,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.3kg,1649.0
535,Dell,Latitude 5580,15.6,Intel Core i7 7600U 2.8GHz,8GB,1.93kg,1369.0
536,Dell,Inspiron 5570,15.6,Intel Core i5 8250U 1.6GHz,8GB,2.2kg,797.41
537,HP,250 G6,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,1.86kg,398.99
538,HP,Omen 15-ce006nv,17.3,Intel Core i7 7700HQ 2.8GHz,12GB,2.62kg,1799.0
539,Lenovo,Thinkpad E470,14.0,Intel Core i7 7500U 2.7GHz,8GB,1.87kg,859.0
540,Dell,XPS 13,13.3,Intel Core i7 8550U 1.8GHz,8GB,1.2kg,1399.0
541,Dell,Vostro 5468,14.0,Intel Core i3 6006U 2GHz,4GB,1.6kg,735.87
542,HP,Envy 13-AB020nr,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.34kg,1145.0
543,Acer,Aspire 7,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.4kg,798.0
544,Asus,VivoBook X540YA-XX519T,15.6,AMD E-Series 7110 1.8GHz,4GB,2kg,349.0
545,HP,ProBook 450,15.6,Intel Core i3 7100U 2.4GHz,4GB,2.1kg,705.5
546,Lenovo,ThinkPad E470,14.0,Intel Core i5 7200U 2.5GHz,4GB,1.87kg,785.0
547,Lenovo,V310-15ISK ,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.15kg,462.35
548,HP,250 G6,15.6,Intel Core i3 6006U 2GHz,4GB,1.86kg,397.0
549,Lenovo,ThinkPad T570,15.6,Intel Core i7 7500U 2.7GHz,8GB,1.99kg,1729.0
550,Lenovo,IdeaPad 320-15ISK,15.6,Intel Core i3 6006U 2GHz,4GB,2.2kg,499.0
551,Dell,Latitude 5580,15.6,Intel Core i5 7200U 2.5GHz,8GB,1.9kg,1116.99
552,Dell,Alienware 17,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,4.42kg,2699.0
553,HP,17-X047na ,17.3,Intel Core i3 6006U 2GHz,8GB,2.65kg,544.15
554,HP,ProBook 470,17.3,Intel Core i7 7500U 2.7GHz,8GB,2.63kg,1280.0
555,Asus,A541NA-GO342 ,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,2kg,224.0
556,Mediacom,SmartBook 130,13.3,Intel Atom x5-Z8350 1.44GHz,4GB,1.35kg,255.0
557,Lenovo,IdeaPad 320-17IKB,17.3,Intel Core i7 7500U 2.7GHz,6GB,2.8kg,949.0
558,HP,15-bw007nv ,15.6,AMD A10-Series A10-9620P 2.5GHz,6GB,1.91kg,568.9
559,Dell,Vostro 3568,15.6,Intel Core i3 6006U 2GHz,4GB,2.18kg,617.9
560,Acer,Spin SP111-31,11.6,Intel Celeron Dual Core N3350 2.0GHz,4GB,1.25kg,349.0
561,Lenovo,V330-15IKB ,15.6,Intel Core i3 7130U 2.7GHz,4GB,2.05kg,630.0
562,HP,EliteBook 1030,13.3,Intel Core M 6Y75 1.2GHz,16GB,1.16kg,1965.0
563,Lenovo,Thinkpad P71,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,3.4kg,2999.0
564,Asus,FX553VD-DM627T ,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.5kg,839.0
565,Dell,XPS 13,13.3,Intel Core i5 8250U 1.6GHz,8GB,1.21kg,1599.0
566,Dell,Latitude 5580,15.6,Intel Core i5 7300U 2.6GHz,4GB,1.93kg,959.0
567,Fujitsu,Lifebook A557,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.2kg,739.0
568,Lenovo,IdeaPad 320-15IAP,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,2.2kg,344.0
569,Lenovo,ThinkPad L470,14.0,Intel Core i5 7200U 2.5GHz,4GB,2.02kg,990.0
570,HP,ZBook 17,17.3,Intel Core i5 7440HQ 2.8GHz,8GB,3.14kg,1860.99
571,HP,14-am079na ,14.0,Intel Pentium Quad Core N3710 1.6GHz,8GB,1.94kg,389.0
572,HP,15-cd005nv ,15.6,AMD A9-Series A9-9420 3GHz,6GB,1.95kg,649.0
573,Lenovo,Thinkpad E570,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.3kg,830.0
574,Lenovo,V330-15IKB ,15.6,Intel Core i5 8250U 1.6GHz,4GB,2.05kg,685.0
575,Mediacom,SmartBook 141,14.0,Intel Atom x5-Z8350 1.44GHz,4GB,1.4kg,249.0
576,Toshiba,Tecra X40-D-10H,14.0,Intel Core i7 7500U 2.7GHz,16GB,1.24kg,1865.0
577,Lenovo,IdeaPad Y910-17ISK,17.3,Intel Core i7 6820HK 2.7GHz,32GB,4.6kg,2663.0
578,MSI,GT73VR Titan,17.3,Intel Core i7 7820HK 2.9GHz,16GB,4.14kg,2729.0
579,Dell,Inspiron 3567,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.2kg,749.01
580,Mediacom,SmartBook Edge,14.0,Intel Celeron Quad Core N3450 1.1GHz,4GB,1.45kg,389.0
581,Dell,Latitude 5580,15.6,Intel Core i5 7300U 2.6GHz,8GB,1.9kg,1008.52
582,HP,ProBook 430,13.3,Intel Core i3 7100U 2.4GHz,4GB,1.49kg,719.0
583,Dell,Latitude 5580,15.6,Intel Core i7 7600U 2.8GHz,16GB,1.93kg,1537.39
584,Dell,Chromebook 11,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,1.26kg,295.0
585,MSI,GT80S 6QE,17.3,Intel Core i7 6820HK 2.7GHz,16GB,4.5kg,2349.0
586,HP,Omen 17-AN010nv,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,3.78kg,1498.0
587,Lenovo,Thinkpad T460s,14.0,Intel Core i7 6600U 2.6GHz,12GB,1.4kg,1673.0
588,Lenovo,Ideapad 320-15IKBR,15.6,Intel Core i7 8550U 1.8GHz,12GB,2.2kg,609.0
589,Asus,ROG Strix,17.3,Intel Core i5 7300HQ 2.5GHz,8GB,2.73kg,1770.0
590,Asus,TP501UA-CJ131T ,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.2kg,739.0
591,Lenovo,IdeaPad 320-15ABR,15.6,AMD A12-Series 9720P 3.6GHz,12GB,2.2kg,949.0
592,Dell,Inspiron 3179,11.6,Intel Core M 7Y30 1.0GHz,4GB,1.39kg,603.0
593,Samsung,Notebook Odyssey,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.5kg,1699.0
594,Lenovo,V320-17ISK ,17.3,Intel Core i3 6006U 2GHz,4GB,2.8kg,529.0
595,Lenovo,IdeaPad 110-15ISK,15.6,Intel Core i3 6100U 2.3GHz,8GB,2.29kg,459.0
596,Lenovo,ThinkPad Yoga,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.37kg,2025.0
597,Lenovo,Thinkpad T470p,14.0,Intel Core i5 7300HQ 2.5GHz,8GB,1.7kg,1474.0
598,Dell,Latitude 5289,12.5,Intel Core i5 7200U 2.5GHz,8GB,1.34kg,1670.0
599,Dell,Precision 3520,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.06kg,1763.0
600,HP,EliteBook 850,15.6,Intel Core i7 7500U 2.7GHz,8GB,1.84kg,1219.0
601,HP,ProBook 450,15.6,Intel Core i3 7100U 2.4GHz,4GB,2.1kg,668.48
602,Acer,Aspire 1,14.0,Intel Celeron Quad Core N3450 1.1GHz,4GB,1.6kg,329.0
603,MSI,Laptop MSI,17.3,Intel Core i7 6820HK 2.7GHz,16GB,4.14kg,2199.0
604,Dell,Vostro 3568,15.6,Intel Core i3 6006U 2GHz,4GB,2.18kg,465.0
605,MSI,GS63VR 7RF,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,1.8kg,2299.0
606,Toshiba,Tecra Z50-C-144,15.6,Intel Core i7 6500U 2.5GHz,8GB,2.2kg,1399.0
607,Lenovo,IdeaPad 310-15IKB,15.6,Intel Core i5 7200U 2.5GHz,6GB,2.4kg,564.0
608,Lenovo,Yoga 720-15IKB,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2kg,1299.0
609,Acer,Swift SF114-31-P5HY,14.0,Intel Pentium Quad Core N3710 1.6GHz,4GB,1.6kg,349.0
610,Lenovo,Thinkpad P51,15.6,Intel Xeon E3-1535M v6 3.1GHz,32GB,2.5kg,4899.0
611,Dell,Inspiron 7559,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,2.59kg,879.01
612,Dell,Vostro 3568,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.18kg,443.9
613,Dell,Inspiron 3567,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.25kg,359.0
614,Dell,Latitude 5580,15.6,Intel Core i5 7300U 2.6GHz,4GB,1.93kg,869.0
615,Asus,FX753VD-GC007T ,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,3kg,1168.0
616,Dell,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.18kg,569.0
617,HP,EliteBook 850,15.6,Intel Core i7 7500U 2.7GHz,8GB,1.84kg,1389.0
618,MSI,GT62VR 7RE,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.94kg,2267.86
619,Acer,CB5-132T-C9KK ,11.6,Intel Celeron Quad Core N3160 1.6GHz,4GB,1.25kg,379.0
620,HP,ProBook 650,14.0,Intel Core i5 7300U 2.6GHz,8GB,2.31kg,1124.0
621,Lenovo,ThinkPad T470,14.0,Intel Core i5 6200U 2.3GHz,8GB,1.65kg,1465.0
622,Dell,Inspiron 5570,15.6,Intel Core i5 8250U 1.6GHz,4GB,2.2kg,776.0
623,Fujitsu,LifeBook A557,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.2kg,799.0
624,HP,EliteBook 850,15.6,Intel Core i5 6200U 2.3GHz,4GB,1.88kg,932.0
625,Lenovo,IdeaPad 320-15IKB,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.2kg,899.0
626,Mediacom,SmartBook 140,14.0,Intel Atom x5-Z8350 1.44GHz,2GB,1.4kg,239.0
627,Lenovo,IdeaPad 320-15IKBN,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.2kg,468.0
628,Asus,Q304UA-BHI5T11 ,13.3,Intel Core i5 7200U 2.5GHz,6GB,1.5kg,639.01
629,Dell,XPS 15,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2kg,1820.0
630,Asus,ZenBook 3,14.0,Intel Core i7 7500U 2.7GHz,16GB,1.1kg,1900.0
631,Dell,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.62kg,1479.0
632,Lenovo,V330-15IKB ,15.6,Intel Core i5 8250U 1.6GHz,4GB,1.8kg,829.0
633,Lenovo,Ideapad 320-15ISK,15.6,Intel Core i3 6006U 2GHz,4GB,2.2kg,579.0
634,Asus,X541NA-GO414T ,15.6,Intel Celeron Dual Core N3350 1.1GHz,8GB,2kg,399.0
635,Asus,VivoBook Pro,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,1.99kg,906.62
636,Dell,XPS 13,13.3,Intel Core i5 8250U 1.6GHz,8GB,1.23kg,1869.0
637,Lenovo,IdeaPad 100S-14IBR,14.0,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.42kg,249.0
638,Lenovo,Thinkpad Yoga,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.37kg,1757.42
639,Dell,XPS 15,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.06kg,2399.0
640,Lenovo,Legion Y520-15IKBN,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.5kg,1109.0
641,HP,17-AK091ND ,17.0,AMD A9-Series 9420 3GHz,8GB,2.6kg,520.9
642,Lenovo,ThinkPad X1,14.0,Intel Core i7 7500U 2.7GHz,16GB,1.14kg,2450.0
643,Asus,ROG GL553VE-FY022,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.5kg,1169.0
644,Acer,Extensa EX2540,15.6,Intel Core i3 6006U 2GHz,4GB,2.4kg,450.0
645,Lenovo,IdeaPad 100S-14IBR,14.0,Intel Celeron Dual Core N3060 1.6GHz,4GB,1.43kg,274.0
646,Acer,Swift 3,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.8kg,919.0
647,Razer,Blade Pro,14.0,Intel Core i7 7700HQ 2.8GHz,16GB,1.95kg,2599.0
648,Toshiba,Portege Z30-C-16J,13.3,Intel Core i5 6200U 2.3GHz,8GB,1.2kg,1213.0
649,Lenovo,Thinkpad X270,12.5,Intel Core i7 7500U 2.7GHz,8GB,1.36kg,1584.0
650,Asus,ROG G701VI,17.3,Intel Core i7 6820HK 2.7GHz,32GB,3.8kg,2799.0
651,Acer,A715-71G-59DH ,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.4kg,709.0
652,Dell,XPS 13,13.3,Intel Core i5 8250U 1.6GHz,8GB,1.2kg,1449.9
653,MSI,GL62M 7REX,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.2kg,1191.8
654,HP,250 G6,15.6,Intel Core i3 6006U 2GHz,4GB,1.86kg,364.9
655,Toshiba,Tecra A50-D-11M,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.0kg,1064.0
656,Dell,Inspiron 5570,15.6,Intel Core i7 8550U 1.8GHz,8GB,2.2kg,919.0
657,Dell,Inspiron 5570,15.6,Intel Core i7 8550U 1.8GHz,16GB,2.2kg,1135.0
658,Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,3.31kg,1196.0
659,Dell,Alienware 17,17.3,Intel Core i7 7700HQ 2.8GHz,32GB,4.42kg,3147.37
660,Dell,Latitude E7470,14.0,Intel Core i5 6300U 2.4GHz,8GB,1.56kg,1229.0
661,Lenovo,Ideapad 320-15IAP,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,2.2kg,419.0
662,Lenovo,IdeaPad 320-15ISK,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.2kg,535.0
663,HP,15-ay047nv ,15.6,Intel Core i3 6006U 2GHz,6GB,2.04kg,539.0
664,MSI,GP72VR Leopard,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,2.7kg,1486.77
665,Toshiba,Satellite Pro,15.6,Intel Core i3 6100U 2.1GHz,4GB,2.1kg,498.0
666,Dell,Latitude 3580,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.06kg,955.0
667,HP,15-bs012nv ,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.1kg,745.0
668,Toshiba,Tecra Z50-D-10E,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.0kg,1258.0
669,Acer,Aspire 3,15.6,Intel Core i3 6006U 2GHz,4GB,2.1kg,412.0
670,Microsoft,Surface Laptop,13.5,Intel Core i7 7600U 2.8GHz,8GB,1.252kg,1867.85
671,Lenovo,V310-15ISK ,15.6,Intel Core i5 7200U 2.5GHz,8GB,1.90kg,817.95
672,Lenovo,Yoga 720-13IKB,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.3kg,1034.0
673,Lenovo,IdeaPad 320-15AST,15.6,AMD E-Series E2-9000 2.2GHz,4GB,2.2kg,349.0
674,HP,Pavilion X360,14.0,Intel Core i3 7100U 2.4GHz,4GB,1.63kg,699.0
675,MSI,GP62 7RDX,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.4kg,1294.0
676,Asus,Zenbook 3,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.1kg,1135.0
677,HP,Chromebook X360,11.6,Intel Celeron Dual Core N3350 1.1GHz,8GB,1.4kg,495.0
678,LG,Gram 15Z975,15.6,Intel Core i7 8550U 1.8GHz,8GB,1.09kg,2299.0
679,Acer,Aspire VX5-591G,15.6,Intel Core i5 7300HQ 2.5GHz,16GB,2.5kg,1299.0
680,MSI,GV62M 7RD,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.2kg,997.9
681,Asus,L502NA-GO052T ,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,1.86kg,419.0
682,Dell,Alienware 15,15.6,Intel Core i5 7300HQ 2.5GHz,16GB,3.21kg,2051.0
683,HP,17-bs000nv I3,17.3,Intel Core i3 6006U 2GHz,4GB,2.5kg,699.0
684,Lenovo,Yoga 730,13.3,Intel Core i7 8550U 1.8GHz,8GB,1.19kg,1499.0
685,Dell,Alienware 15,15.6,Intel Core i7 7820HK 2.9GHz,16GB,3.49kg,2813.75
686,HP,250 G6,15.6,Intel Core i5 7200U 2.5GHz,4GB,1.86kg,612.61
687,Dell,Inspiron 3567,15.6,Intel Core i3 6006U 2GHz,4GB,2.2kg,545.67
688,HP,17-Y002nv ,17.3,AMD A10-Series 9600P 2.4GHz,6GB,2.65kg,569.0
689,Lenovo,V110-15ISK ,15.6,Intel Celeron Dual Core 3855U 1.6GHz,4GB,2.1kg,318.0
690,Acer,Chromebook 14,14.0,Intel Celeron Dual Core 3855U 1.6GHz,4GB,1.45kg,375.0
691,Lenovo,IdeaPad 520s-14IKB,14.0,Intel Core i5 7200U 2.5GHz,4GB,1.7kg,699.0
692,HP,ZBook 17,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,3.14kg,1907.99
693,Lenovo,ThinkPad X1,14.0,Intel Core i7 7500U 2.7GHz,8GB,1.42kg,2590.0
694,Toshiba,Satellite Pro,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.5kg,973.0
695,Acer,TravelMate B117-M,11.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,1.4kg,269.0
696,Lenovo,Yoga 910-13IKB,14.0,Intel Core i7 7500U 2.7GHz,16GB,1.38kg,1749.0
697,Asus,Chromebook Flip,12.5,Intel Core M M3-6Y30 0.9GHz,4GB,1.2kg,669.0
698,Toshiba,Portege Z30T-C-133,13.3,Intel Core i7 6500U 2.5GHz,16GB,1.36kg,1877.0
699,HP,15-bs011nv ,15.6,Intel Core i7 7500U 2.7GHz,4GB,2.1kg,689.0
700,Dell,Inspiron 5577,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.56kg,819.0
701,Lenovo,IdeaPad 320-15AST,15.6,AMD A9-Series 9420 2.9GHz,4GB,2.2kg,399.0
702,Lenovo,IdeaPad 320-15ABR,15.6,AMD A12-Series 9720P 3.6GHz,8GB,2.2kg,429.0
703,Lenovo,V310-15IKB ,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.1kg,621.45
704,Lenovo,V310-15ISK ,15.6,Intel Core i3 6006U 2GHz,4GB,1.90kg,450.0
705,Dell,Vostro 5568,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.18kg,795.0
706,Acer,Spin 5,13.3,Intel Core i5 8250U 1.6GHz,8GB,1.6kg,999.0
707,Lenovo,ThinkPad P51s,15.6,Intel Core i7 6500U 2.5GHz,16GB,2.18kg,1855.0
708,Lenovo,Thinkpad T460p,14.0,Intel Core i5 6300HQ 2.3GHz,8GB,1.8kg,1191.0
709,HP,17-ak002nv ,17.3,AMD A10-Series 9620P 2.5GHz,6GB,2.71kg,655.01
710,Lenovo,Legion Y520-15IKBN,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.5kg,1249.0
711,Dell,Latitude 5480,14.0,Intel Core i5 7440HQ 2.8GHz,8GB,1.64kg,1089.0
712,Dell,Vostro 5568,15.6,Intel Core i5 7200U 2.5GHz,8GB,1.98kg,726.0
713,Asus,VivoBook E403NA,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,1.5kg,298.0
714,Dell,Latitude 5580,15.6,Intel Core i5 7300U 2.6GHz,16GB,1.93kg,1426.66
715,Lenovo,Thinkpad E470,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.87kg,857.07
716,Dell,Latitude 5580,15.6,Intel Core i5 7300U 2.6GHz,8GB,1.9kg,1179.0
717,Lenovo,110-15ACL ,15.6,AMD A6-Series 7310 2GHz,4GB,2.19kg,298.0
718,Mediacom,Smartbook 142,14.0,Intel Atom Z8350 1.92GHz,4GB,1.4kg,265.0
719,HP,ProBook 470,17.3,Intel Core i7 7500U 2.7GHz,8GB,2.63kg,1200.0
720,Lenovo,ThinkPad X1,14.0,Intel Core i7 6500U 2.5GHz,8GB,1.17kg,1686.64
721,HP,Pavilion X360,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.58kg,836.6
722,Lenovo,ThinkPad T470s,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.32kg,1499.0
723,Dell,Alienware 17,17.3,Intel Core i7 7700HQ 2.8GHz,32GB,4.36kg,3659.4
724,MSI,GL72M 7REX,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,2.7kg,1348.48
725,Lenovo,V310-15IKB ,15.6,Intel Core i5 7200U 2.5GHz,4GB,1.9kg,489.9
726,Dell,Inspiron 5570,15.6,Intel Core i5 8250U 1.6GHz,8GB,2.2kg,719.0
727,Dell,Inspiron 5378,13.3,Intel Core i3 7100U 2.4GHz,4GB,1.71kg,649.0
728,Dell,Inspiron 5567,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.32kg,589.52
729,HP,15-BW037na ,15.6,AMD A9-Series 9420 3GHz,4GB,2.1kg,489.0
730,Acer,Predator 17,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,4.2kg,1935.0
731,Dell,Inspiron 3567,15.6,Intel Core i5 7200U 2.5GHz,12GB,2.25kg,649.0
732,HP,15-BW091ND ,15.6,AMD A9-Series A9-9420 3GHz,6GB,2.1kg,650.0
733,Acer,Extensa EX2540-58KR,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.4kg,559.0
734,Lenovo,ThinkPad 13,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.44kg,960.0
735,Lenovo,V310-15IKB ,15.6,Intel Core i7 7500U 2.7GHz,4GB,1.85kg,779.0
736,HP,ZBook 15,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.6kg,2419.0
737,Dell,Inspiron 5379,13.3,Intel Core i5 8250U 1.6GHz,8GB,1.55kg,659.0
738,MSI,GS63VR 7RF,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,1.8kg,2094.48
739,Acer,Aspire ES1-572,15.6,Intel Core i3 6006U 2GHz,4GB,2.4kg,410.8
740,Dell,Inspiron 7560,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.0kg,1207.0
741,Dell,Vostro 3568,15.6,Intel Core i3 6006U 2GHz,8GB,2kg,665.0
742,Toshiba,Tecra X40-D-10G,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.25kg,1535.0
743,Lenovo,Flex 5,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.7kg,999.0
744,Lenovo,Thinkpad P51s,15.6,Intel Core i7 7600U 2.8GHz,16GB,2.5kg,3299.0
745,Acer,Chromebook 14,14.0,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.68kg,330.0
746,Samsung,Notebook 9,13.3,Intel Core i7 7500U 2.7GHz,16GB,0.81kg,1649.0
747,HP,250 G6,15.6,Intel Core i3 6006U 2GHz,8GB,1.86kg,539.0
748,Dell,Latitude 5480,14.0,Intel Core i5 7200U 2.5GHz,8GB,1.6kg,1126.71
749,HP,Zbook 17,17.3,Intel Xeon E3-1535M v5 2.9GHz,16GB,3kg,4389.0
750,Lenovo,N23 ,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,1.4kg,475.0
751,HP,EliteBook 850,15.6,Intel Core i5 6300U 2.4GHz,8GB,1.84kg,1900.0
752,Asus,X550VX-XX015D ,15.6,Intel Core i5 6300HQ 2.3GHz,4GB,2.45kg,579.0
753,Lenovo,Thinkpad T460,14.0,Intel Core i5 6200U 2.3GHz,4GB,1.7kg,1096.0
754,Asus,Pro P2540UA-XO0192R,15.6,Intel Core i7 7500U 2.7GHz,4GB,2.37kg,849.9
755,Lenovo,Yoga 900-13ISK,13.3,Intel Core i5 6260U 1.8GHz,8GB,1.3kg,1199.0
756,HP,15-cb003na ,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.2kg,1099.0
757,HP,ZBook 15,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.59kg,1561.0
758,Dell,Alienware 17,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,4.42kg,2868.99
759,Acer,Aspire 3,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.1kg,599.0
760,Lenovo,Legion Y520-15IKBN,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.5kg,1048.0
761,Dell,Latitude 7280,12.5,Intel Core i7 7600U 2.8GHz,16GB,1.18kg,1859.0
762,Google,Pixelbook ,12.3,Intel Core i5 7Y57 1.2GHz,8GB,1.1kg,1559.0
763,Asus,Zenbook UX330UA-AH5Q,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.2kg,1129.0
764,Dell,Latitude 3380,13.3,Intel Core i3 6006U 2GHz,4GB,1.65kg,849.0
765,Acer,TravelMate P238-M,13.3,Intel Core i5 6200U 2.3GHz,4GB,1.6kg,655.0
766,Asus,X751NV-TY001 ,17.3,Intel Pentium Quad Core N4200 1.1GHz,4GB,2.8kg,470.34
767,Dell,Inspiron 7559,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,2.72kg,1099.0
768,Samsung,Notebook 9,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.31kg,1599.0
769,Acer,Aspire A315-31,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,2.1kg,298.0
770,Dell,Inspiron 5567,15.6,Intel Core i7 7500U 2.7GHz,16GB,2.3kg,1181.27
771,Samsung,Notebook 9,15.0,Intel Core i7 7500U 2.7GHz,16GB,1.71kg,1799.0
772,Toshiba,Tecra A40-C-1E5,14.0,Intel Core i5 6200U 2.3GHz,4GB,1.75kg,1020.0
773,Dell,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.62kg,1099.0
774,HP,EliteBook 820,12.5,Intel Core i5 6200U 2.3GHz,4GB,1.26kg,1244.0
775,Asus,Q524UQ-BHI7T15 ,15.6,Intel Core i7 7500U 2.7GHz,12GB,2.3kg,839.0
776,Lenovo,Thinkpad P50,15.6,Intel Core i7 6820HQ 2.7GHz,16GB,2.5kg,2370.0
777,Acer,Swift 3,14.0,Intel Core i3 7100U 2.4GHz,4GB,1.8kg,636.0
